"",mz,mzmin,mzmax,rt,rtmin,rtmax,Naive_007,Naive_027,Naive_071,Naive_109,Naive_127,Naive_139,QC_001,QC_003,QC_005,Semi_025,Semi_045,Semi_061,Semi_091,Semi_143,Semi_157,isotopes,adduct,pcgroup
"1896",306.654367274802,306.653985044106,306.655241588697,149.215042828433,148.908830532833,149.393958343362,2725010.25989347,3213572.13040167,3697020.64737348,4105222.694127,3545107.513377,3974855.77253808,75024.4111633143,112885.853171415,118905.873506643,6938978.27398704,6607740.91174659,6821144.86880399,7209841.86618469,4747109.29010072,5857422.39913371,[140][M+1]2+,"",1
"1897",306.740660010759,306.740153925404,306.740822842088,72.80044566712,71.7783088987048,73.5254856778877,,8631.03786481346,18293.9823184278,,,,11149188.2486365,11533310.5161572,11384014.7586814,757389.527868901,545770.040482666,655116.419847999,722633.245514286,707130.941528348,668213.177679817,"",[2M+K]+ 133.884,20
"1898",306.895169666704,306.871393635401,306.895961516302,111.373011062811,103.986450807743,112.843339937227,890798.429420747,1388127.50525077,1422118.34225498,,1422526.32304838,79066.1032642921,941568.262219743,688867.034309314,353942.716455429,2372006.73474163,1981266.82663837,2133783.89369184,1701949.49663583,1547582.01835976,606179.75225,"","",1561
"1899",307.020130455261,307.0199760391,307.020562405074,80.4582173374134,79.803570787936,81.0795381239796,,,,,,,543502.101048353,421919.920841,460789.751220751,1623648.63852,880511.688218249,1773741.8973825,2187026.08391977,1626271.32714442,3181626.29481887,"",[M+Na]+ 284.031,38
"1900",306.829668495593,306.82960396254,306.83025964212,73.5061519975828,72.7509635921953,74.7706521311054,9002.60634519383,41893.6978282565,14204.3134990399,,64492.8750496179,34034.9766312487,1616865.72998022,1555360.41549415,1585528.361616,574265.899926194,465951.803635862,500261.155510344,599924.192828471,965729.324920345,550229.995633846,"",[M+K+CF3COOH]+ 133.884,20
"1901",306.956499730423,306.956272157089,306.956578833086,57.4707517785051,56.9529937121162,57.7466842115759,,,,,,,690191.258975328,601873.298084358,588314.39165687,34936.914454211,5817.78103398635,5404.76842692245,29337.2824067316,188184.320742,45884.3220372008,"",[M+K+HCOOH]+ 221.986 [M+K+HCOOH]+ 221.986,26
"1902",307.150187972045,307.150004128201,307.151433450831,149.149076666047,148.923826735662,149.575852811567,3897173.71032369,4723190.64215262,5472112.65350031,5170786.55287489,5354118.00246732,5192300.21551499,,28002.4813233762,128289.395022506,9382267.38786907,9068023.44138598,9227766.34399802,9931649.19515662,6196930.42360254,7763137.61831999,[140][M+2]2+,"",1
"1903",307.248387708685,307.248279177558,307.248862125846,23.6712767819866,23.5064792714352,23.9525527717293,,,,,,,3527.86903662277,,,291421.441026,319146.8788701,295696.203056147,288412.125345632,266037.836393143,333245.6349588,"","",33
"1904",307.162069201653,307.162047495073,307.162091938385,58.5536218507401,58.0047974244261,58.7948327006824,,,5506.51215953416,,,,480233.364062555,335497.86514395,329253.825576727,3353.23623144182,,,7879.62209996497,5771.39797286127,6987.97656248686,[139][M+2]+,"",1394
"1905",307.651994510486,307.651597742017,307.653187579749,149.170090801067,148.710308085382,149.51872939981,586237.010507352,584488.643130242,1001880.62537182,959761.592952967,1141118.98905284,1127216.5012832,,,,2670850.12417489,2784562.66594499,2206564.0551105,2629799.3632356,1314087.67424025,1377094.94218702,"","",114
"1906",308.184232217285,308.183963475096,308.187121795936,106.96661621658,105.55895875167,107.628807666009,7669.79618363633,35774.0544071336,28463.4827736157,328607.412045,477372.3411625,326954.641268181,632373.522414819,450354.821440174,348613.327106999,,,,,,,"","",295
"1907",308.662958686363,308.662696520074,308.663169615917,143.153899613445,142.637745554453,143.479578522523,263006.621601317,277804.704282353,72388.7515672575,,34493.2750423687,112275.286807985,,,,588824.656420005,457667.741001045,566853.268017,731913.142326998,907365.891836621,1067755.6762518,"","",1929
"1908",308.674070466155,308.674011449371,308.674245037636,148.556868482209,148.200230398041,148.643934139775,134619.551560424,26346.5541734783,,,,15473.5630249184,24751427.543766,25382567.846608,21772540.0994424,58838.1581813382,,130456.321519457,102314.61708721,207258.589269557,119690.718756972,"","",1
"1909",308.87937700169,308.879307554454,308.880741156518,59.7582794502145,59.0393289137729,61.4651462540991,454551.05592,192990.745709346,377432.0678556,636046.246315072,694532.495460808,383963.973320889,2284574.98870086,2186211.94412249,2061428.08271368,2132973.95890168,1654602.15301116,2307043.15429002,1674264.88287735,2796412.52684786,3282050.19455317,"",[3M+K]+ 89.9705 [M+H-C6H10O5]+ 469.933,43
